FishTaxa	Latitude83	Longitude83	SITEYR
GOLDEN SHINER	39.0911029	-75.76495971	CN-N-050-102-96
EASTERN MUDMINNOW	39.0911029	-75.76495971	CN-N-050-102-96
CREEK CHUBSUCKER	39.0911029	-75.76495971	CN-N-050-102-96
PIRATE PERCH	39.0911029	-75.76495971	CN-N-050-102-96
REDBREAST SUNFISH	39.0911029	-75.76495971	CN-N-050-102-96
LEAST BROOK LAMPREY	39.0911029	-75.76495971	CN-N-050-102-96
PUMPKINSEED	39.0911029	-75.76495971	CN-N-050-102-96
REDFIN PICKEREL	39.0911029	-75.76495971	CN-N-050-102-96
TADPOLE MADTOM	39.0911029	-75.76495971	CN-N-050-102-96
TESSELLATED DARTER	39.0911029	-75.76495971	CN-N-050-102-96
BLUESPOTTED SUNFISH	39.0911029	-75.76495971	CN-N-050-102-96
BLUEGILL	39.0911029	-75.76495971	CN-N-050-102-96
FALLFISH	38.99244005	-75.7748297	CN-N-051-202-96
EASTERN MUDMINNOW	38.99244005	-75.7748297	CN-N-051-202-96
CREEK CHUBSUCKER	38.99244005	-75.7748297	CN-N-051-202-96
CHAIN PICKEREL	38.99244005	-75.7748297	CN-N-051-202-96
REDBREAST SUNFISH	38.99244005	-75.7748297	CN-N-051-202-96
PUMPKINSEED	38.99244005	-75.7748297	CN-N-051-202-96
MARGINED MADTOM	38.99244005	-75.7748297	CN-N-051-202-96
PIRATE PERCH	38.99244005	-75.7748297	CN-N-051-202-96
REDFIN PICKEREL	38.99244005	-75.7748297	CN-N-051-202-96
YELLOW PERCH	38.99244005	-75.7748297	CN-N-051-202-96
SWALLOWTAIL SHINER	38.99244005	-75.7748297	CN-N-051-202-96
TADPOLE MADTOM	38.99244005	-75.7748297	CN-N-051-202-96
TESSELLATED DARTER	38.99244005	-75.7748297	CN-N-051-202-96
SATINFIN SHINER	38.99244005	-75.7748297	CN-N-051-202-96
ROSYSIDE DACE	38.99244005	-75.7748297	CN-N-051-202-96
AMERICAN EEL	38.99244005	-75.7748297	CN-N-051-202-96
BLUESPOTTED SUNFISH	38.99244005	-75.7748297	CN-N-051-202-96
CREEK CHUBSUCKER	38.71071989	-75.88691831	CN-S-002-111-96
CHAIN PICKEREL	38.71071989	-75.88691831	CN-S-002-111-96
EASTERN MUDMINNOW	38.71071989	-75.88691831	CN-S-002-111-96
LARGEMOUTH BASS	38.71071989	-75.88691831	CN-S-002-111-96
PUMPKINSEED	38.71071989	-75.88691831	CN-S-002-111-96
LEAST BROOK LAMPREY	38.71071989	-75.88691831	CN-S-002-111-96
PIRATE PERCH	38.71071989	-75.88691831	CN-S-002-111-96
TADPOLE MADTOM	38.71071989	-75.88691831	CN-S-002-111-96
TESSELLATED DARTER	38.71071989	-75.88691831	CN-S-002-111-96
AMERICAN EEL	38.71071989	-75.88691831	CN-S-002-111-96
BLUEGILL	38.71071989	-75.88691831	CN-S-002-111-96
BROWN BULLHEAD	38.71071989	-75.88691831	CN-S-002-111-96
CREEK CHUBSUCKER	38.71188108	-75.78388931	CN-S-006-208-95
EASTERN MUDMINNOW	38.71188108	-75.78388931	CN-S-006-208-95
CHAIN PICKEREL	38.71188108	-75.78388931	CN-S-006-208-95
PUMPKINSEED	38.71188108	-75.78388931	CN-S-006-208-95
REDBREAST SUNFISH	38.71188108	-75.78388931	CN-S-006-208-95
MARGINED MADTOM	38.71188108	-75.78388931	CN-S-006-208-95
PIRATE PERCH	38.71188108	-75.78388931	CN-S-006-208-95
LEAST BROOK LAMPREY	38.71188108	-75.78388931	CN-S-006-208-95
BLUE RIDGE SCULPIN	38.71188108	-75.78388931	CN-S-006-208-95
YELLOW BULLHEAD	38.71188108	-75.78388931	CN-S-006-208-95
TESSELLATED DARTER	38.71188108	-75.78388931	CN-S-006-208-95
AMERICAN EEL	38.71188108	-75.78388931	CN-S-006-208-95
BLUESPOTTED SUNFISH	38.71188108	-75.78388931	CN-S-006-208-95
CHAIN PICKEREL	38.737778	-75.749444	CN-S-015-513-95
CREEK CHUBSUCKER	38.737778	-75.749444	CN-S-015-513-95
EASTERN MUDMINNOW	38.737778	-75.749444	CN-S-015-513-95
LEAST BROOK LAMPREY	38.737778	-75.749444	CN-S-015-513-95
PIRATE PERCH	38.737778	-75.749444	CN-S-015-513-95
PUMPKINSEED	38.737778	-75.749444	CN-S-015-513-95
REDBREAST SUNFISH	38.737778	-75.749444	CN-S-015-513-95
LARGEMOUTH BASS	38.737778	-75.749444	CN-S-015-513-95
BLUE RIDGE SCULPIN	38.737778	-75.749444	CN-S-015-513-95
MUD SUNFISH	38.737778	-75.749444	CN-S-015-513-95
MARGINED MADTOM	38.737778	-75.749444	CN-S-015-513-95
YELLOW BULLHEAD	38.737778	-75.749444	CN-S-015-513-95
TESSELLATED DARTER	38.737778	-75.749444	CN-S-015-513-95
BLUESPOTTED SUNFISH	38.737778	-75.749444	CN-S-015-513-95
AMERICAN EEL	38.737778	-75.749444	CN-S-015-513-95
BLUEGILL	38.737778	-75.749444	CN-S-015-513-95
EASTERN MUDMINNOW	38.725	-75.781111	CN-S-018-418-95
CHAIN PICKEREL	38.725	-75.781111	CN-S-018-418-95
CREEK CHUBSUCKER	38.725	-75.781111	CN-S-018-418-95
PUMPKINSEED	38.725	-75.781111	CN-S-018-418-95
PIRATE PERCH	38.725	-75.781111	CN-S-018-418-95
LEAST BROOK LAMPREY	38.725	-75.781111	CN-S-018-418-95
BLUE RIDGE SCULPIN	38.725	-75.781111	CN-S-018-418-95
REDFIN PICKEREL	38.725	-75.781111	CN-S-018-418-95
YELLOW BULLHEAD	38.725	-75.781111	CN-S-018-418-95
TESSELLATED DARTER	38.725	-75.781111	CN-S-018-418-95
BLUEGILL	38.725	-75.781111	CN-S-018-418-95
BLUESPOTTED SUNFISH	38.725	-75.781111	CN-S-018-418-95
AMERICAN EEL	38.725	-75.781111	CN-S-018-418-95
CREEK CHUB	39.69691777	-78.17377936	COCA-101-N-2003
BLACKNOSE DACE	39.69691777	-78.17377936	COCA-101-N-2003
GREEN SUNFISH	39.18777511	-77.47329239	COCA-102-N-2003
FANTAIL DARTER	39.18777511	-77.47329239	COCA-102-N-2003
COMMON SHINER	39.18777511	-77.47329239	COCA-102-N-2003
CREEK CHUB	39.18777511	-77.47329239	COCA-102-N-2003
EASTERN MOSQUITOFISH	39.18777511	-77.47329239	COCA-102-N-2003
REDBREAST SUNFISH	39.18777511	-77.47329239	COCA-102-N-2003
LEPOMIS HYBRID	39.18777511	-77.47329239	COCA-102-N-2003
PUMPKINSEED	39.18777511	-77.47329239	COCA-102-N-2003
ROSYSIDE DACE	39.18777511	-77.47329239	COCA-102-N-2003
SPOTFIN SHINER	39.18777511	-77.47329239	COCA-102-N-2003
YELLOW BULLHEAD	39.18777511	-77.47329239	COCA-102-N-2003
BLUNTNOSE MINNOW	39.18777511	-77.47329239	COCA-102-N-2003
BLACKNOSE DACE	39.18777511	-77.47329239	COCA-102-N-2003
BLUEGILL	39.18777511	-77.47329239	COCA-102-N-2003
NO FISH OBSERVED	39.63526657	-78.32515562	COCA-104-N-2003
GREEN SUNFISH	39.36081096	-77.7391938	COCA-105-N-2003
CREEK CHUB	39.36081096	-77.7391938	COCA-105-N-2003
BLACKNOSE DACE	39.36081096	-77.7391938	COCA-105-N-2003
FANTAIL DARTER	39.1598967	-77.51594195	COCA-108-N-2003
GREEN SUNFISH	39.1598967	-77.51594195	COCA-108-N-2003
CREEK CHUB	39.1598967	-77.51594195	COCA-108-N-2003
REDBREAST SUNFISH	39.1598967	-77.51594195	COCA-108-N-2003
PUMPKINSEED	39.1598967	-77.51594195	COCA-108-N-2003
SPOTFIN SHINER	39.1598967	-77.51594195	COCA-108-N-2003
YELLOW BULLHEAD	39.1598967	-77.51594195	COCA-108-N-2003
BLACKNOSE DACE	39.1598967	-77.51594195	COCA-108-N-2003
BLUNTNOSE MINNOW	39.1598967	-77.51594195	COCA-108-N-2003
CREEK CHUB	39.1589273	-77.51679344	COCA-109-N-2003
GREEN SUNFISH	39.1589273	-77.51679344	COCA-109-N-2003
CREEK CHUBSUCKER	39.1589273	-77.51679344	COCA-109-N-2003
COMMON CARP	39.1589273	-77.51679344	COCA-109-N-2003
LONGEAR SUNFISH	39.1589273	-77.51679344	COCA-109-N-2003
PUMPKINSEED	39.1589273	-77.51679344	COCA-109-N-2003
REDBREAST SUNFISH	39.1589273	-77.51679344	COCA-109-N-2003
SPOTFIN SHINER	39.1589273	-77.51679344	COCA-109-N-2003
YELLOW BULLHEAD	39.1589273	-77.51679344	COCA-109-N-2003
WHITE SUCKER	39.1589273	-77.51679344	COCA-109-N-2003
BLUEGILL	39.1589273	-77.51679344	COCA-109-N-2003
BLUNTNOSE MINNOW	39.1589273	-77.51679344	COCA-109-N-2003
BLACKNOSE DACE	39.1589273	-77.51679344	COCA-109-N-2003
CREEK CHUB	39.65716311	-78.06071321	COCA-110-N-2003
BLUNTNOSE MINNOW	39.65716311	-78.06071321	COCA-110-N-2003
GREEN SUNFISH	39.1585387	-77.51748483	COCA-111-N-2003
CREEK CHUB	39.1585387	-77.51748483	COCA-111-N-2003
PUMPKINSEED	39.1585387	-77.51748483	COCA-111-N-2003
LONGEAR SUNFISH	39.1585387	-77.51748483	COCA-111-N-2003
REDBREAST SUNFISH	39.1585387	-77.51748483	COCA-111-N-2003
SPOTFIN SHINER	39.1585387	-77.51748483	COCA-111-N-2003
SILVERJAW MINNOW	39.1585387	-77.51748483	COCA-111-N-2003
WHITE SUCKER	39.1585387	-77.51748483	COCA-111-N-2003
YELLOW BULLHEAD	39.1585387	-77.51748483	COCA-111-N-2003
BLUNTNOSE MINNOW	39.1585387	-77.51748483	COCA-111-N-2003
BLUEGILL	39.1585387	-77.51748483	COCA-111-N-2003
GREEN SUNFISH	39.54303064	-78.67189517	COCA-112-N-2003
FALLFISH	39.54303064	-78.67189517	COCA-112-N-2003
CREEK CHUB	39.54303064	-78.67189517	COCA-112-N-2003
COMMON SHINER	39.54303064	-78.67189517	COCA-112-N-2003
POTOMAC SCULPIN	39.54303064	-78.67189517	COCA-112-N-2003
WHITE SUCKER	39.54303064	-78.67189517	COCA-112-N-2003
BANDED KILLIFISH	39.54303064	-78.67189517	COCA-112-N-2003
BROWN TROUT	39.54303064	-78.67189517	COCA-112-N-2003
BLACKNOSE DACE	39.54303064	-78.67189517	COCA-112-N-2003
BROWN BULLHEAD	39.54303064	-78.67189517	COCA-112-N-2003
NO FISH OBSERVED	39.52361103	-78.53360882	COCA-113-N-2003
NO FISH OBSERVED	39.67269242	-78.08270124	COCA-114-N-2003
NO FISH OBSERVED	39.61608398	-77.87641214	COCA-115-N-2003
GOLDEN SHINER	38.96445226	-77.14101351	COCA-117-N-2003
FALLFISH	38.96445226	-77.14101351	COCA-117-N-2003
FANTAIL DARTER	38.96445226	-77.14101351	COCA-117-N-2003
GREEN SUNFISH	38.96445226	-77.14101351	COCA-117-N-2003
CREEK CHUB	38.96445226	-77.14101351	COCA-117-N-2003
LONGNOSE DACE	38.96445226	-77.14101351	COCA-117-N-2003
LARGEMOUTH BASS	38.96445226	-77.14101351	COCA-117-N-2003
PUMPKINSEED	38.96445226	-77.14101351	COCA-117-N-2003
REDBREAST SUNFISH	38.96445226	-77.14101351	COCA-117-N-2003
ROSYSIDE DACE	38.96445226	-77.14101351	COCA-117-N-2003
TESSELLATED DARTER	38.96445226	-77.14101351	COCA-117-N-2003
SWALLOWTAIL SHINER	38.96445226	-77.14101351	COCA-117-N-2003
WHITE SUCKER	38.96445226	-77.14101351	COCA-117-N-2003
SPOTFIN SHINER	38.96445226	-77.14101351	COCA-117-N-2003
YELLOW BULLHEAD	38.96445226	-77.14101351	COCA-117-N-2003
CENTRAL STONEROLLER	38.96445226	-77.14101351	COCA-117-N-2003
AMERICAN EEL	38.96445226	-77.14101351	COCA-117-N-2003
BLACKNOSE DACE	38.96445226	-77.14101351	COCA-117-N-2003
BLUEGILL	38.96445226	-77.14101351	COCA-117-N-2003
BLUNTNOSE MINNOW	38.96445226	-77.14101351	COCA-117-N-2003
CREEK CHUB	39.36694514	-77.73833407	COCA-118-N-2004
GREEN SUNFISH	39.36694514	-77.73833407	COCA-118-N-2004
FATHEAD MINNOW	39.36694514	-77.73833407	COCA-118-N-2004
LARGEMOUTH BASS	39.36694514	-77.73833407	COCA-118-N-2004
YELLOW BULLHEAD	39.36694514	-77.73833407	COCA-118-N-2004
WHITE SUCKER	39.36694514	-77.73833407	COCA-118-N-2004
BLACKNOSE DACE	39.36694514	-77.73833407	COCA-118-N-2004
BLUNTNOSE MINNOW	39.36694514	-77.73833407	COCA-118-N-2004
BLUEGILL	39.36694514	-77.73833407	COCA-118-N-2004
CENTRAL STONEROLLER	39.36694514	-77.73833407	COCA-118-N-2004
FALLFISH	39.60999778	-77.84167058	COCA-119-N-2004
GREEN SUNFISH	39.60999778	-77.84167058	COCA-119-N-2004
GREEN SUNFISH	39.63722409	-78.03249471	COCA-121-N-2004
CREEK CHUB	39.63147588	-78.3092059	COCA-201-N-2003
FANTAIL DARTER	39.63147588	-78.3092059	COCA-201-N-2003
BLACKNOSE DACE	39.63147588	-78.3092059	COCA-201-N-2003
COMMON SHINER	39.69059124	-78.13347146	COCA-203-N-2003
GREEN SUNFISH	39.69059124	-78.13347146	COCA-203-N-2003
CREEK CHUBSUCKER	39.69059124	-78.13347146	COCA-203-N-2003
GOLDEN SHINER	39.69059124	-78.13347146	COCA-203-N-2003
FANTAIL DARTER	39.69059124	-78.13347146	COCA-203-N-2003
CREEK CHUB	39.69059124	-78.13347146	COCA-203-N-2003
RIVER CHUB	39.69059124	-78.13347146	COCA-203-N-2003
MARGINED MADTOM	39.69059124	-78.13347146	COCA-203-N-2003
REDBREAST SUNFISH	39.69059124	-78.13347146	COCA-203-N-2003
LARGEMOUTH BASS	39.69059124	-78.13347146	COCA-203-N-2003
RAINBOW DARTER	39.69059124	-78.13347146	COCA-203-N-2003
LONGNOSE DACE	39.69059124	-78.13347146	COCA-203-N-2003
YELLOW BULLHEAD	39.69059124	-78.13347146	COCA-203-N-2003
WHITE SUCKER	39.69059124	-78.13347146	COCA-203-N-2003
SPOTFIN SHINER	39.69059124	-78.13347146	COCA-203-N-2003
TESSELLATED DARTER	39.69059124	-78.13347146	COCA-203-N-2003
BLUNTNOSE MINNOW	39.69059124	-78.13347146	COCA-203-N-2003
CENTRAL STONEROLLER	39.69059124	-78.13347146	COCA-203-N-2003
BLACKNOSE DACE	39.69059124	-78.13347146	COCA-203-N-2003
BLUEGILL	39.69059124	-78.13347146	COCA-203-N-2003
GOLDEN REDHORSE	39.50185797	-77.7805325	COCA-204-N-2003
FALLFISH	39.50185797	-77.7805325	COCA-204-N-2003
SPOTFIN SHINER	39.50185797	-77.7805325	COCA-204-N-2003
SMALLMOUTH BASS	39.50185797	-77.7805325	COCA-204-N-2003
CREEK CHUB	39.06810007	-77.36525521	COCA-205-N-2003
EASTERN SILVERY MINNOW	39.06810007	-77.36525521	COCA-205-N-2003
FATHEAD MINNOW	39.06810007	-77.36525521	COCA-205-N-2003
EASTERN MOSQUITOFISH	39.06810007	-77.36525521	COCA-205-N-2003
GOLDFISH	39.06810007	-77.36525521	COCA-205-N-2003
COMMON CARP	39.06810007	-77.36525521	COCA-205-N-2003
GOLDEN SHINER	39.06810007	-77.36525521	COCA-205-N-2003
EASTERN MUDMINNOW	39.06810007	-77.36525521	COCA-205-N-2003
GREEN SUNFISH	39.06810007	-77.36525521	COCA-205-N-2003
CREEK CHUBSUCKER	39.06810007	-77.36525521	COCA-205-N-2003
REDBREAST SUNFISH	39.06810007	-77.36525521	COCA-205-N-2003
LARGEMOUTH BASS	39.06810007	-77.36525521	COCA-205-N-2003
PUMPKINSEED	39.06810007	-77.36525521	COCA-205-N-2003
LONGEAR SUNFISH	39.06810007	-77.36525521	COCA-205-N-2003
WHITE SUCKER	39.06810007	-77.36525521	COCA-205-N-2003
YELLOW BULLHEAD	39.06810007	-77.36525521	COCA-205-N-2003
SPOTFIN SHINER	39.06810007	-77.36525521	COCA-205-N-2003
BLUEGILL	39.06810007	-77.36525521	COCA-205-N-2003
BLACK CRAPPIE	39.06810007	-77.36525521	COCA-205-N-2003
CENTRAL STONEROLLER	39.06810007	-77.36525521	COCA-205-N-2003
BLUNTNOSE MINNOW	39.06810007	-77.36525521	COCA-205-N-2003
CREEK CHUB	39.05490105	-77.29401418	COCA-206-N-2003
GREEN SUNFISH	39.05490105	-77.29401418	COCA-206-N-2003
CHANNEL CATFISH	39.05490105	-77.29401418	COCA-206-N-2003
FANTAIL DARTER	39.05490105	-77.29401418	COCA-206-N-2003
MARGINED MADTOM	39.05490105	-77.29401418	COCA-206-N-2003
LONGNOSE DACE	39.05490105	-77.29401418	COCA-206-N-2003
REDBREAST SUNFISH	39.05490105	-77.29401418	COCA-206-N-2003
POTOMAC SCULPIN	39.05490105	-77.29401418	COCA-206-N-2003
LONGEAR SUNFISH	39.05490105	-77.29401418	COCA-206-N-2003
SILVERJAW MINNOW	39.05490105	-77.29401418	COCA-206-N-2003
WHITE SUCKER	39.05490105	-77.29401418	COCA-206-N-2003
SPOTFIN SHINER	39.05490105	-77.29401418	COCA-206-N-2003
TESSELLATED DARTER	39.05490105	-77.29401418	COCA-206-N-2003
YELLOW BULLHEAD	39.05490105	-77.29401418	COCA-206-N-2003
SWALLOWTAIL SHINER	39.05490105	-77.29401418	COCA-206-N-2003
BLACKNOSE DACE	39.05490105	-77.29401418	COCA-206-N-2003
BLUEGILL	39.05490105	-77.29401418	COCA-206-N-2003
BLUE RIDGE SCULPIN	39.05490105	-77.29401418	COCA-206-N-2003
CENTRAL STONEROLLER	39.05490105	-77.29401418	COCA-206-N-2003
BLUNTNOSE MINNOW	39.05490105	-77.29401418	COCA-206-N-2003
FANTAIL DARTER	38.97030515	-77.18136632	COCA-208-N-2003
CUTLIP MINNOW	38.97030515	-77.18136632	COCA-208-N-2003
GREENSIDE DARTER	38.97030515	-77.18136632	COCA-208-N-2003
GREEN SUNFISH	38.97030515	-77.18136632	COCA-208-N-2003
CREEK CHUB	38.97030515	-77.18136632	COCA-208-N-2003
LONGNOSE DACE	38.97030515	-77.18136632	COCA-208-N-2003
WHITE SUCKER	38.97030515	-77.18136632	COCA-208-N-2003
ROSYSIDE DACE	38.97030515	-77.18136632	COCA-208-N-2003
CENTRAL STONEROLLER	38.97030515	-77.18136632	COCA-208-N-2003
AMERICAN EEL	38.97030515	-77.18136632	COCA-208-N-2003
BLACKNOSE DACE	38.97030515	-77.18136632	COCA-208-N-2003
GREEN SUNFISH	38.97169511	-77.18195493	COCA-209-N-2003
FANTAIL DARTER	38.97169511	-77.18195493	COCA-209-N-2003
CUTLIP MINNOW	38.97169511	-77.18195493	COCA-209-N-2003
REDBREAST SUNFISH	38.97169511	-77.18195493	COCA-209-N-2003
LONGNOSE DACE	38.97169511	-77.18195493	COCA-209-N-2003
WHITE SUCKER	38.97169511	-77.18195493	COCA-209-N-2003
BLACKNOSE DACE	38.97169511	-77.18195493	COCA-209-N-2003
FANTAIL DARTER	39.0586384	-77.294776	COCA-210-N-2003
CREEK CHUB	39.0586384	-77.294776	COCA-210-N-2003
GREEN SUNFISH	39.0586384	-77.294776	COCA-210-N-2003
EASTERN MOSQUITOFISH	39.0586384	-77.294776	COCA-210-N-2003
REDBREAST SUNFISH	39.0586384	-77.294776	COCA-210-N-2003
LONGNOSE DACE	39.0586384	-77.294776	COCA-210-N-2003
POTOMAC SCULPIN	39.0586384	-77.294776	COCA-210-N-2003
LONGEAR SUNFISH	39.0586384	-77.294776	COCA-210-N-2003
LARGEMOUTH BASS	39.0586384	-77.294776	COCA-210-N-2003
MARGINED MADTOM	39.0586384	-77.294776	COCA-210-N-2003
SPOTFIN SHINER	39.0586384	-77.294776	COCA-210-N-2003
ROSYSIDE DACE	39.0586384	-77.294776	COCA-210-N-2003
SWALLOWTAIL SHINER	39.0586384	-77.294776	COCA-210-N-2003
SPOTTAIL SHINER	39.0586384	-77.294776	COCA-210-N-2003
WHITE SUCKER	39.0586384	-77.294776	COCA-210-N-2003
ROCK BASS	39.0586384	-77.294776	COCA-210-N-2003
TESSELLATED DARTER	39.0586384	-77.294776	COCA-210-N-2003
YELLOW BULLHEAD	39.0586384	-77.294776	COCA-210-N-2003
SMALLMOUTH BASS	39.0586384	-77.294776	COCA-210-N-2003
AMERICAN EEL	39.0586384	-77.294776	COCA-210-N-2003
BLUNTNOSE MINNOW	39.0586384	-77.294776	COCA-210-N-2003
CENTRAL STONEROLLER	39.0586384	-77.294776	COCA-210-N-2003
BLACKNOSE DACE	39.0586384	-77.294776	COCA-210-N-2003
BLUE RIDGE SCULPIN	39.0586384	-77.294776	COCA-210-N-2003
BLUEGILL	39.0586384	-77.294776	COCA-210-N-2003
FANTAIL DARTER	39.62434771	-78.73996601	COCA-301-N-2003
FALLFISH	39.62434771	-78.73996601	COCA-301-N-2003
GOLDEN REDHORSE	39.62434771	-78.73996601	COCA-301-N-2003
COMMON SHINER	39.62434771	-78.73996601	COCA-301-N-2003
GREEN SUNFISH	39.62434771	-78.73996601	COCA-301-N-2003
CREEK CHUB	39.62434771	-78.73996601	COCA-301-N-2003
GREENSIDE DARTER	39.62434771	-78.73996601	COCA-301-N-2003
NORTHERN HOGSUCKER	39.62434771	-78.73996601	COCA-301-N-2003
REDBREAST SUNFISH	39.62434771	-78.73996601	COCA-301-N-2003
LARGEMOUTH BASS	39.62434771	-78.73996601	COCA-301-N-2003
POTOMAC SCULPIN	39.62434771	-78.73996601	COCA-301-N-2003
RIVER CHUB	39.62434771	-78.73996601	COCA-301-N-2003
PUMPKINSEED	39.62434771	-78.73996601	COCA-301-N-2003
LONGNOSE DACE	39.62434771	-78.73996601	COCA-301-N-2003
RAINBOW DARTER	39.62434771	-78.73996601	COCA-301-N-2003
SPOTTAIL SHINER	39.62434771	-78.73996601	COCA-301-N-2003
SPOTFIN SHINER	39.62434771	-78.73996601	COCA-301-N-2003
TESSELLATED DARTER	39.62434771	-78.73996601	COCA-301-N-2003
WHITE SUCKER	39.62434771	-78.73996601	COCA-301-N-2003
SMALLMOUTH BASS	39.62434771	-78.73996601	COCA-301-N-2003
ROSYFACE SHINER	39.62434771	-78.73996601	COCA-301-N-2003
ROCK BASS	39.62434771	-78.73996601	COCA-301-N-2003
BLUEGILL	39.62434771	-78.73996601	COCA-301-N-2003
BLACKNOSE DACE	39.62434771	-78.73996601	COCA-301-N-2003
BLUE RIDGE SCULPIN	39.62434771	-78.73996601	COCA-301-N-2003
BLUNTNOSE MINNOW	39.62434771	-78.73996601	COCA-301-N-2003
CENTRAL STONEROLLER	39.62434771	-78.73996601	COCA-301-N-2003
GREEN SUNFISH	39.53994417	-78.60210866	COCA-302-N-2003
GREENSIDE DARTER	39.53994417	-78.60210866	COCA-302-N-2003
CREEK CHUB	39.53994417	-78.60210866	COCA-302-N-2003
CREEK CHUBSUCKER	39.53994417	-78.60210866	COCA-302-N-2003
COMMON SHINER	39.53994417	-78.60210866	COCA-302-N-2003
FANTAIL DARTER	39.53994417	-78.60210866	COCA-302-N-2003
MARGINED MADTOM	39.53994417	-78.60210866	COCA-302-N-2003
POTOMAC SCULPIN	39.53994417	-78.60210866	COCA-302-N-2003
NORTHERN HOGSUCKER	39.53994417	-78.60210866	COCA-302-N-2003
RAINBOW DARTER	39.53994417	-78.60210866	COCA-302-N-2003
PUMPKINSEED	39.53994417	-78.60210866	COCA-302-N-2003
LONGNOSE DACE	39.53994417	-78.60210866	COCA-302-N-2003
YELLOW BULLHEAD	39.53994417	-78.60210866	COCA-302-N-2003
WHITE SUCKER	39.53994417	-78.60210866	COCA-302-N-2003
SMALLMOUTH BASS	39.53994417	-78.60210866	COCA-302-N-2003
ROCK BASS	39.53994417	-78.60210866	COCA-302-N-2003
TESSELLATED DARTER	39.53994417	-78.60210866	COCA-302-N-2003
SPOTFIN SHINER	39.53994417	-78.60210866	COCA-302-N-2003
BLUE RIDGE SCULPIN	39.53994417	-78.60210866	COCA-302-N-2003
CENTRAL STONEROLLER	39.53994417	-78.60210866	COCA-302-N-2003
BLACKNOSE DACE	39.53994417	-78.60210866	COCA-302-N-2003
BLUNTNOSE MINNOW	39.53994417	-78.60210866	COCA-302-N-2003
BLUEGILL	39.53994417	-78.60210866	COCA-302-N-2003
GOLDEN SHINER	39.54188816	-78.60779671	COCA-303-N-2003
GREEN SUNFISH	39.54188816	-78.60779671	COCA-303-N-2003
COMMON SHINER	39.54188816	-78.60779671	COCA-303-N-2003
GOLDEN REDHORSE	39.54188816	-78.60779671	COCA-303-N-2003
FANTAIL DARTER	39.54188816	-78.60779671	COCA-303-N-2003
GREENSIDE DARTER	39.54188816	-78.60779671	COCA-303-N-2003
FALLFISH	39.54188816	-78.60779671	COCA-303-N-2003
CREEK CHUB	39.54188816	-78.60779671	COCA-303-N-2003
LARGEMOUTH BASS	39.54188816	-78.60779671	COCA-303-N-2003
PUMPKINSEED	39.54188816	-78.60779671	COCA-303-N-2003
REDBREAST SUNFISH	39.54188816	-78.60779671	COCA-303-N-2003
LONGNOSE DACE	39.54188816	-78.60779671	COCA-303-N-2003
RAINBOW DARTER	39.54188816	-78.60779671	COCA-303-N-2003
POTOMAC SCULPIN	39.54188816	-78.60779671	COCA-303-N-2003
LEPOMIS HYBRID	39.54188816	-78.60779671	COCA-303-N-2003
MARGINED MADTOM	39.54188816	-78.60779671	COCA-303-N-2003
WHITE SUCKER	39.54188816	-78.60779671	COCA-303-N-2003
SMALLMOUTH BASS	39.54188816	-78.60779671	COCA-303-N-2003
ROCK BASS	39.54188816	-78.60779671	COCA-303-N-2003
YELLOW BULLHEAD	39.54188816	-78.60779671	COCA-303-N-2003
BLUNTNOSE MINNOW	39.54188816	-78.60779671	COCA-303-N-2003
CENTRAL STONEROLLER	39.54188816	-78.60779671	COCA-303-N-2003
BLUE RIDGE SCULPIN	39.54188816	-78.60779671	COCA-303-N-2003
BLUEGILL	39.54188816	-78.60779671	COCA-303-N-2003
BLACKNOSE DACE	39.54188816	-78.60779671	COCA-303-N-2003
EASTERN MUDMINNOW	39.07232718	-77.41308612	COCA-307-N-2003
COMMON CARP	39.07232718	-77.41308612	COCA-307-N-2003
GOLDFISH	39.07232718	-77.41308612	COCA-307-N-2003
GREEN SUNFISH	39.07232718	-77.41308612	COCA-307-N-2003
CREEK CHUBSUCKER	39.07232718	-77.41308612	COCA-307-N-2003
CHANNEL CATFISH	39.07232718	-77.41308612	COCA-307-N-2003
EASTERN SILVERY MINNOW	39.07232718	-77.41308612	COCA-307-N-2003
GOLDEN SHINER	39.07232718	-77.41308612	COCA-307-N-2003
EASTERN MOSQUITOFISH	39.07232718	-77.41308612	COCA-307-N-2003
LONGEAR SUNFISH	39.07232718	-77.41308612	COCA-307-N-2003
REDBREAST SUNFISH	39.07232718	-77.41308612	COCA-307-N-2003
LARGEMOUTH BASS	39.07232718	-77.41308612	COCA-307-N-2003
PUMPKINSEED	39.07232718	-77.41308612	COCA-307-N-2003
SPOTFIN SHINER	39.07232718	-77.41308612	COCA-307-N-2003
WHITE SUCKER	39.07232718	-77.41308612	COCA-307-N-2003
YELLOW BULLHEAD	39.07232718	-77.41308612	COCA-307-N-2003
TESSELLATED DARTER	39.07232718	-77.41308612	COCA-307-N-2003
BLUNTNOSE MINNOW	39.07232718	-77.41308612	COCA-307-N-2003
BLUEGILL	39.07232718	-77.41308612	COCA-307-N-2003
BLACK CRAPPIE	39.07232718	-77.41308612	COCA-307-N-2003
FALLFISH	39.04289742	-77.26509075	COCA-308-N-2003
FANTAIL DARTER	39.04289742	-77.26509075	COCA-308-N-2003
CHANNEL CATFISH	39.04289742	-77.26509075	COCA-308-N-2003
